quote,author,tags
"“the real story of the fleece: there were these two children of zeus, cadmus and europa, okay? they were about to get offered up as human sacrifices, when they prayed to zeus to save them. so zeus sent this magical flying ram with golden wool, which picked them up in greece and carried them all the way to colchis in asia minor. well, actually it carried cadmus. europa fell off and died along the way, but that's not important.""""it was probably important to her.”","Rick Riordan,",['general']
"“crying is all right in its way while it lasts. but you have to stop sooner or later, and then you still have to decide what to do.”","C.S. Lewis,",['general']
"“i'm not going to wear a red dress,"" she said.""it would look stunning, my lady,"" she called.she spoke to the bubbles gathered on the surface of the water. ""if there's anyone i wish to stun at dinner, i'll hit him in the face.”","Kristin Cashore,",['general']
"“these violent delights have violent endsand in their triump die, like fire and powderwhich, as they kiss, consume”","William Shakespeare,",['general']
“what is that you express in your eyes? it seems to me more than all the print i have read in my life.”,Walt Whitman,['general']
"“she read books as one would breathe air, to fill up and live.”","Annie Dillard,",['general']
“failure is the condiment that gives success its flavor.”,Truman Capote,['general']
"“what if it lines up like it did in the trojan war ... athena versus poseidon?""""i don't know. but i just know that i'll be fighting next to you.""""why?""""because you're my friend, seaweed brain. any more stupid questions?”","Rick Riordan,",['general']
"“it was, he thought, the difference between being dragged into the arena to face a battle to the death and walking into the arena with your head held high. some people, perhaps, would say that there was little to choose between the two ways, but dumbledore knew - and so do i, thought harry, with a rush of fierce pride, and so did my parents - that there was all the difference in the world.”","J.K. Rowling,",['general']
“letting go doesn't mean that you don't care about someone anymore. it's just realizing that the only person you really have control over is yourself.”,"Deborah Reber,",['general']
"“i stood still, vision blurring, and in that moment, i heard my heart break. it was a small, clean sound, like the snapping of a flower's stem.”","Diana Gabaldon,",['general']
“clothes make the man. naked people have little or no influence on society.”,Mark Twain,['general']
“we must be willing to let go of the life we planned so as to have the life that is waiting for us.”,Joseph Campbell,['general']
"“before you, bella, my life was like a moonless night. very dark, but there were stars, points of light and reason. ...and then you shot across my sky like a meteor. suddenly everything was on fire; there was brilliancy, there was beauty. when you were gone, when the meteor had fallen over the horizon, everything went black. nothing had changed, but my eyes were blinded by the light. i couldnâ€™t see the stars anymore. and there was no more reason, for anything.”","Stephenie Meyer,",['general']
“it is my belief... that the truth is generally preferable to lies.”,"J.K. Rowling,",['general']
"“any fool knows men and women think differently at times, but the biggest difference is this. men forget, but never forgive; women forgive, but never forget.”",Robert Jordan,['general']
“i cannot sleep unless i am surrounded by books.”,Jorge Luis Borges,['general']
"“the unreal is more powerful than the real. because nothing is as perfect as you can imagine it. because its only intangible ideas, concepts, beliefs, fantasies that last. stone crumbles. wood rots. people, well, they die. but things as fragile as a thought, a dream, a legend, they can go on and on. if you can change the way people think. the way they see themselves. the way they see the world. you can change the way people live their lives. that's the only lasting thing you can create.”","Chuck Palahniuk,",['general']
“dogs never bite me. just humans.”,Marilyn Monroe,['general']
“life is a series of natural and spontaneous changes. don't resist them; that only creates sorrow. let reality be reality. let things flow naturally forward in whatever way they like.”,Lao Tzu,['general']
“rivers know this: there is no hurry. we shall get there some day.”,"A.A. Milne,",['general']
“i'm so glad i live in a world where there are octobers.”,"L. M. Montgomery,",['general']
“the most common way people give up their power is by thinking they don't have any.”,Alice Walker,['general']
“all the secrets of the world are contained in books. read at your own risk.”,Lemony Snicket,['general']
“better to be strong than pretty and useless.”,"Lilith Saintcrow,",['general']
